action,spot,forward,a,b,rho,rho_negative,m,m_negative,sigma,risk_free_rate,strike,is_up,quantity
mint,,,,,,,,,,,71189065827002,false,333224797687
update_basis,70870785030000,70858843950000,,,,,,,,,,,
update_svi,,,190000,9640000,246050000,true,3630000,true,21810000,35000000,,,
mint,,,,,,,,,,,68149900613435,false,2429616022752
update_basis,70995362230000,71149300350000,,,,,,,,,,,
update_svi,,,240000,8850000,414220000,true,9790000,true,15050000,35000000,,,
mint,,,,,,,,,,,68142754921003,false,650206151534
update_basis,71157173640000,71228225370000,,,,,,,,,,,
update_svi,,,240000,8850000,414220000,true,9790000,true,15050000,35000000,,,
mint,,,,,,,,,,,69423550742815,false,672705772586
update_basis,71248597720000,71365629220000,,,,,,,,,,,
update_svi,,,250000,8900000,440580000,true,10080000,true,14850000,35000000,,,
mint,,,,,,,,,,,73554564169400,true,2096217732987
update_basis,71316167570000,71301949500000,,,,,,,,,,,
update_svi,,,240000,9150000,467470000,true,12160000,true,13380000,35000000,,,
mint,,,,,,,,,,,67592817329195,false,5220437372638
update_basis,71234536080000,71100932190000,,,,,,,,,,,
update_svi,,,200000,9520000,332590000,true,5440000,true,15080000,35000000,,,
mint,,,,,,,,,,,70033092498807,false,305265507062
update_basis,71012241490000,71006398070000,,,,,,,,,,,
update_svi,,,170000,9230000,273260000,true,1100000,true,20520000,35000000,,,
mint,,,,,,,,,,,73918273997868,false,61632090161
update_basis,71012241490000,71006398070000,,,,,,,,,,,
update_svi,,,170000,9230000,273260000,true,1100000,true,20520000,35000000,,,
mint,,,,,,,,,,,70724821227640,true,305276418721
update_basis,71020173210000,71015442400000,,,,,,,,,,,
update_svi,,,170000,9230000,273260000,true,1100000,true,20520000,35000000,,,
mint,,,,,,,,,,,70051745555551,true,79962221946
update_basis,71059026050000,70923228870000,,,,,,,,,,,
update_svi,,,180000,9300000,263560000,true,2560000,true,17010000,35000000,,,
mint,,,,,,,,,,,70916549556095,true,75702311993
update_basis,71065606410000,71051139750000,,,,,,,,,,,
update_svi,,,130000,10040000,236430000,true,3070000,true,18750000,35000000,,,
mint,,,,,,,,,,,68481886976549,false,1436167321296
update_basis,71047140420000,71034460050000,,,,,,,,,,,
update_svi,,,230000,8540000,368320000,true,5650000,true,12480000,35000000,,,
mint,,,,,,,,,,,68545060654073,false,1556887638089
update_basis,71096625780000,71196052340000,,,,,,,,,,,
update_svi,,,120000,10170000,254650000,true,3190000,true,17820000,35000000,,,
mint,,,,,,,,,,,71821493326136,false,268193053664
update_basis,71290988400000,71280157640000,,,,,,,,,,,
update_svi,,,160000,9240000,322330000,true,4650000,true,14600000,35000000,,,
mint,,,,,,,,,,,70820949569498,true,242976311234
update_basis,71290988400000,71280157640000,,,,,,,,,,,
update_svi,,,160000,9240000,322330000,true,4650000,true,14600000,35000000,,,
mint,,,,,,,,,,,69069546495583,true,47938367806
update_basis,71290988400000,71174597010000,,,,,,,,,,,
update_svi,,,160000,9410000,263720000,true,3540000,true,14180000,35000000,,,
mint,,,,,,,,,,,71300854941065,true,164644289938
update_basis,71284384480000,71189439340000,,,,,,,,,,,
update_svi,,,180000,8960000,336620000,true,6060000,true,12440000,35000000,,,
mint,,,,,,,,,,,73176243780717,true,1697103796662
update_basis,71188378230000,71175424190000,,,,,,,,,,,
update_svi,,,150000,9180000,331110000,true,6090000,true,14570000,35000000,,,
mint,,,,,,,,,,,71245676060401,true,286577826088
update_basis,71188378230000,71175424190000,,,,,,,,,,,
update_svi,,,150000,9180000,331110000,true,6090000,true,14570000,35000000,,,
mint,,,,,,,,,,,72749907433001,false,146172151050
update_basis,71182316710000,71235275230000,,,,,,,,,,,
update_svi,,,110000,9580000,271090000,true,2200000,true,16770000,35000000,,,
mint,,,,,,,,,,,69749861882866,true,39662176384
update_basis,71336636910000,71318479390000,,,,,,,,,,,
update_svi,,,150000,8960000,372820000,true,6570000,true,13840000,35000000,,,
mint,,,,,,,,,,,71789423690025,false,243779829301
update_basis,71307931740000,71287478500000,,,,,,,,,,,
update_svi,,,130000,9260000,353800000,true,6050000,true,15510000,35000000,,,
mint,,,,,,,,,,,73171277771952,true,173065892232
update_basis,71472387290000,71439080110000,,,,,,,,,,,
update_svi,,,130000,9370000,341390000,true,6310000,true,13790000,35000000,,,
mint,,,,,,,,,,,73574459932606,false,129328781548
update_basis,71480898860000,71504734530000,,,,,,,,,,,
update_svi,,,90000,10050000,249140000,true,3420000,true,15670000,35000000,,,
mint,,,,,,,,,,,74305048031120,false,130343926783
update_basis,71194980310000,71299092090000,,,,,,,,,,,
update_svi,,,130000,9080000,411100000,true,6880000,true,14280000,35000000,,,
mint,,,,,,,,,,,73666898577266,true,4424918676944
update_basis,71138858310000,71108600700000,,,,,,,,,,,
update_svi,,,180000,7960000,442220000,true,7390000,true,11320000,35000000,,,
mint,,,,,,,,,,,67852193741846,true,173116518637
update_basis,71322114570000,71299092090000,,,,,,,,,,,
update_svi,,,130000,9080000,411100000,true,6880000,true,14280000,35000000,,,
mint,,,,,,,,,,,72856781990322,false,34890916790
update_basis,71031992650000,71007376250000,,,,,,,,,,,
update_svi,,,90000,9290000,205920000,true,1220000,true,16930000,35000000,,,
mint,,,,,,,,,,,72075895503895,false,182457066045
update_basis,71031992650000,71121120080000,,,,,,,,,,,
update_svi,,,90000,9290000,205920000,true,1220000,true,16930000,35000000,,,
mint,,,,,,,,,,,70787491935946,false,145996801653
update_basis,71155792640000,71148625630000,,,,,,,,,,,
update_svi,,,160000,8040000,476220000,true,7140000,true,9890000,35000000,,,
mint,,,,,,,,,,,68621817870140,false,1370875319443
update_basis,71127645990000,71091790940000,,,,,,,,,,,
update_svi,,,120000,8370000,309590000,true,3570000,true,12520000,35000000,,,
mint,,,,,,,,,,,70670470937349,true,149776489684
update_basis,71286102370000,71257415450000,,,,,,,,,,,
update_svi,,,150000,8050000,468400000,true,8220000,true,9440000,35000000,,,
mint,,,,,,,,,,,68088718482755,true,38929015299
update_basis,71138438180000,71111873880000,,,,,,,,,,,
update_svi,,,120000,8200000,348840000,true,3680000,true,11790000,35000000,,,
mint,,,,,,,,,,,70100140901574,false,580183732643
update_basis,71197080190000,71155061030000,,,,,,,,,,,
update_svi,,,140000,7660000,426770000,true,5280000,true,9730000,35000000,,,
mint,,,,,,,,,,,72309452535167,true,743832249660
update_basis,71197080190000,71155061030000,,,,,,,,,,,
update_svi,,,180000,7160000,597550000,true,9530000,true,5460000,35000000,,,
mint,,,,,,,,,,,68464710815557,false,2654256798988
update_basis,71240718060000,71211917820000,,,,,,,,,,,
update_svi,,,160000,7250000,582370000,true,8450000,true,5910000,35000000,,,
mint,,,,,,,,,,,71171109749567,true,364025150191
update_basis,71235322470000,71208252170000,,,,,,,,,,,
update_svi,,,140000,7760000,497980000,true,7240000,true,6980000,35000000,,,
mint,,,,,,,,,,,68466602981723,false,2870756046092
update_basis,71213666710000,71201581140000,,,,,,,,,,,
update_svi,,,150000,7410000,550240000,true,7930000,true,6250000,35000000,,,
mint,,,,,,,,,,,70430992957330,true,154137615749
update_basis,71208742560000,71183484590000,,,,,,,,,,,
update_svi,,,150000,7410000,550240000,true,7930000,true,6250000,35000000,,,
mint,,,,,,,,,,,68573367709266,false,1429392244794
update_basis,71207623560000,71178424900000,,,,,,,,,,,
update_svi,,,100000,8360000,356840000,true,3730000,true,9650000,35000000,,,
mint,,,,,,,,,,,72496469567426,true,1525465701957
update_basis,71202820690000,71178424900000,,,,,,,,,,,
update_svi,,,100000,8360000,356840000,true,3730000,true,9650000,35000000,,,
mint,,,,,,,,,,,70089893262421,true,209970470126
update_basis,71203165930000,71185277680000,,,,,,,,,,,
update_svi,,,100000,8250000,381550000,true,3900000,true,9270000,35000000,,,
mint,,,,,,,,,,,70746821174047,false,214546353691
update_basis,71226335000000,70878335290000,,,,,,,,,,,
update_svi,,,110000,8070000,488920000,true,6040000,true,8010000,35000000,,,
mint,,,,,,,,,,,70363821714598,true,180059622880
update_basis,70986020020000,70902544310000,,,,,,,,,,,
update_svi,,,170000,6450000,679660000,true,9220000,true,5870000,35000000,,,
mint,,,,,,,,,,,68665261022910,false,2618451977241
update_basis,70862437500000,70843707630000,,,,,,,,,,,
update_svi,,,140000,7000000,529900000,true,7880000,true,7240000,35000000,,,
mint,,,,,,,,,,,69007675721959,true,141521577915
update_basis,70862437500000,70849021400000,,,,,,,,,,,
update_svi,,,140000,7000000,529900000,true,7880000,true,7240000,35000000,,,
mint,,,,,,,,,,,69765245057057,true,43613582779
update_basis,70866642120000,70876609400000,,,,,,,,,,,
update_svi,,,130000,7370000,442860000,true,6080000,true,8720000,35000000,,,
mint,,,,,,,,,,,71598121602405,false,252997716682
update_basis,70937073030000,70922524560000,,,,,,,,,,,
update_svi,,,130000,7010000,512670000,true,6310000,true,6740000,35000000,,,
mint,,,,,,,,,,,70658151639920,false,368089319608
update_basis,70937073030000,70922524560000,,,,,,,,,,,
update_svi,,,130000,7010000,512670000,true,6310000,true,6740000,35000000,,,
mint,,,,,,,,,,,69804308977331,false,749440133450
update_basis,70984146190000,70974660060000,,,,,,,,,,,
update_svi,,,130000,7010000,575920000,true,6690000,true,5760000,35000000,,,
mint,,,,,,,,,,,68073592155150,false,5152272542648
update_basis,70979990050000,70958828280000,,,,,,,,,,,
update_svi,,,120000,7020000,454410000,true,4350000,true,6800000,35000000,,,
mint,,,,,,,,,,,71003103454564,true,22972536369
update_basis,70931184930000,70908826290000,,,,,,,,,,,
update_svi,,,90000,7700000,379450000,true,2590000,true,8640000,35000000,,,
mint,,,,,,,,,,,71191012843615,true,154458983661
update_basis,70931184930000,70908826290000,,,,,,,,,,,
update_svi,,,90000,7700000,379450000,true,2590000,true,8640000,35000000,,,
mint,,,,,,,,,,,72095920165922,true,1107593545660
update_basis,70929042150000,70910093310000,,,,,,,,,,,
update_svi,,,70000,7210000,292800000,true,1760000,true,11850000,35000000,,,
mint,,,,,,,,,,,69072774202259,true,164678718827
update_basis,70926967510000,70951796660000,,,,,,,,,,,
update_svi,,,50000,7910000,221640000,true,1460000,true,12360000,35000000,,,
mint,,,,,,,,,,,69196001240689,false,2333751352566
update_basis,70963341270000,70951796660000,,,,,,,,,,,
update_svi,,,40000,8030000,202290000,true,1120000,true,13400000,35000000,,,
mint,,,,,,,,,,,72703838168536,true,878223329593
update_basis,70888018320000,70868902660000,,,,,,,,,,,
update_svi,,,50000,7600000,287550000,true,2490000,true,10990000,35000000,,,
mint,,,,,,,,,,,71050350174829,false,159959723174
update_basis,70869082820000,70846313770000,,,,,,,,,,,
update_svi,,,60000,6760000,400250000,true,1970000,true,12930000,35000000,,,
mint,,,,,,,,,,,71792406407418,false,178511753851
update_basis,70803892260000,70782853670000,,,,,,,,,,,
update_svi,,,70000,6870000,386720000,true,3170000,true,12110000,35000000,,,
mint,,,,,,,,,,,68441499758613,true,126790045072
update_basis,70869082820000,70807145250000,,,,,,,,,,,
update_svi,,,60000,7080000,342060000,true,2790000,true,10930000,35000000,,,
mint,,,,,,,,,,,68712765096855,false,3829533554283
update_basis,70464913640000,70447112110000,,,,,,,,,,,
update_svi,,,110000,5480000,431350000,true,2960000,true,8760000,35000000,,,
mint,,,,,,,,,,,70047303526888,false,364299687300
update_basis,71161324790000,71130675700000,,,,,,,,,,,
update_svi,,,110000,6050000,756320000,true,7370000,true,6900000,35000000,,,
mint,,,,,,,,,,,69794998771918,true,201929139755
update_basis,71009840610000,70999643430000,,,,,,,,,,,
update_svi,,,130000,5510000,890820000,true,9750000,true,2480000,35000000,,,
mint,,,,,,,,,,,68705367764283,false,788538976862
update_basis,71161324790000,71135407110000,,,,,,,,,,,
update_svi,,,110000,6050000,756320000,true,7370000,true,6900000,35000000,,,
mint,,,,,,,,,,,71305117179137,true,210199964545
update_basis,71183779450000,71151432790000,,,,,,,,,,,
update_svi,,,110000,5230000,771490000,true,9420000,true,6640000,35000000,,,
mint,,,,,,,,,,,69118546331196,true,57113225366
update_basis,71271051380000,71302653440000,,,,,,,,,,,
update_svi,,,90000,4210000,589960000,true,6130000,true,7010000,35000000,,,
mint,,,,,,,,,,,70190557072243,true,135186187390
update_basis,71200236520000,71200791070000,,,,,,,,,,,
update_svi,,,120000,4250000,890100000,true,9380000,true,2460000,35000000,,,
mint,,,,,,,,,,,72498596777374,false,86209142406
update_basis,71271051380000,71302653440000,,,,,,,,,,,
update_svi,,,90000,4780000,639580000,true,5320000,true,6180000,35000000,,,
mint,,,,,,,,,,,72576766326652,false,29548340314
update_basis,71179418540000,71179024180000,,,,,,,,,,,
update_svi,,,90000,4640000,599940000,true,7700000,true,8240000,35000000,,,
mint,,,,,,,,,,,70543061715031,true,39759547497
update_basis,71178129690000,71177871410000,,,,,,,,,,,
update_svi,,,80000,4350000,427180000,true,3690000,true,7100000,35000000,,,
mint,,,,,,,,,,,72546799169793,true,1969320603840
update_basis,71328885070000,71325108120000,,,,,,,,,,,
update_svi,,,100000,3320000,511710000,true,2890000,true,4910000,35000000,,,
mint,,,,,,,,,,,69542475107481,true,161979246676
update_basis,71243853060000,71219334790000,,,,,,,,,,,
update_svi,,,110000,3250000,692980000,true,4020000,true,3480000,35000000,,,
mint,,,,,,,,,,,70784000498243,true,102478742786
update_basis,71203525360000,71183794380000,,,,,,,,,,,
update_svi,,,100000,3930000,814270000,true,8960000,true,3920000,35000000,,,
mint,,,,,,,,,,,72118044506677,true,1545885118622
update_basis,71342695920000,71324644130000,,,,,,,,,,,
update_svi,,,110000,2830000,849730000,true,4740000,true,1740000,35000000,,,
mint,,,,,,,,,,,72413559618490,false,67111768736
update_basis,71246701960000,71229948710000,,,,,,,,,,,
update_svi,,,90000,3330000,715180000,true,4780000,true,3560000,35000000,,,
mint,,,,,,,,,,,70439379246905,true,221630202538
update_basis,71246371720000,71227817110000,,,,,,,,,,,
update_svi,,,90000,4430000,711040000,true,7570000,true,5780000,35000000,,,
mint,,,,,,,,,,,69241300572503,false,1247207516379
update_basis,71246701960000,71229948710000,,,,,,,,,,,
update_svi,,,90000,3330000,715180000,true,4780000,true,3560000,35000000,,,
mint,,,,,,,,,,,71814897267929,true,875054737465
update_basis,71067360680000,71043843000000,,,,,,,,,,,
update_svi,,,70000,4340000,469920000,true,3990000,true,6850000,35000000,,,
mint,,,,,,,,,,,69883346075591,false,1895778962985
update_basis,71191425460000,71154973570000,,,,,,,,,,,
update_svi,,,50000,4490000,118210000,true,2050000,false,8440000,35000000,,,
mint,,,,,,,,,,,71147242995286,false,116715752229
update_basis,71176747410000,71154973570000,,,,,,,,,,,
update_svi,,,50000,4440000,126660000,true,1950000,false,8120000,35000000,,,
mint,,,,,,,,,,,71472681066599,true,570233488025
update_basis,71144311010000,71137790720000,,,,,,,,,,,
update_svi,,,50000,4130000,1850000,false,3770000,false,8710000,35000000,,,
mint,,,,,,,,,,,71395814023571,false,285892131806
update_basis,71117725270000,71045702270000,,,,,,,,,,,
update_svi,,,60000,3730000,340590000,true,1950000,true,6570000,35000000,,,
mint,,,,,,,,,,,72314335016553,true,2895633224873
update_basis,71117725270000,71133430300000,,,,,,,,,,,
update_svi,,,60000,3730000,340590000,true,1950000,true,6570000,35000000,,,
mint,,,,,,,,,,,69765619191970,false,1674514162298
update_basis,71062733110000,71079832840000,,,,,,,,,,,
update_svi,,,60000,3620000,235440000,true,270000,true,6500000,35000000,,,
mint,,,,,,,,,,,69590393192732,false,2931204925725
update_basis,70924523030000,70924881960000,,,,,,,,,,,
update_svi,,,40000,4540000,22150000,false,3140000,false,6310000,35000000,,,
mint,,,,,,,,,,,71355553224476,false,243453268159
update_basis,70983050840000,70911963960000,,,,,,,,,,,
update_svi,,,60000,4100000,158960000,true,130000,true,4620000,35000000,,,
mint,,,,,,,,,,,71682823933051,false,33619301048
update_basis,70977965180000,70976305150000,,,,,,,,,,,
update_svi,,,30000,4850000,78810000,true,760000,false,7910000,35000000,,,
mint,,,,,,,,,,,71152566364818,false,16174186290
update_basis,70924523030000,70924881960000,,,,,,,,,,,
update_svi,,,40000,4540000,22150000,false,3140000,false,6310000,35000000,,,
mint,,,,,,,,,,,71267168201580,false,155487463270
update_basis,70875874750000,70877036450000,,,,,,,,,,,
update_svi,,,20000,5530000,52780000,true,1420000,false,9090000,35000000,,,
mint,,,,,,,,,,,71681356571221,true,1057906602296
update_basis,70911714350000,70916884160000,,,,,,,,,,,
update_svi,,,20000,5580000,235120000,true,1600000,true,8610000,35000000,,,
mint,,,,,,,,,,,69478166543198,true,159396013851
update_basis,70518152770000,70505420930000,,,,,,,,,,,
update_svi,,,40000,5680000,296730000,true,1080000,true,7230000,35000000,,,
mint,,,,,,,,,,,68940033230022,false,340380090463
update_basis,70554933320000,70556073900000,,,,,,,,,,,
update_svi,,,60000,4690000,197760000,true,1920000,false,5110000,35000000,,,
mint,,,,,,,,,,,70325739223726,true,43270292397
update_basis,70528828210000,70518488170000,,,,,,,,,,,
update_svi,,,50000,5780000,370580000,true,3310000,true,6140000,35000000,,,
